title,year,genre,overview,rating,language,industry,time,poster_url
Fandry,1955,"Comedy, Fantasy","This is the story of Movie 658, which involves unexpected events and dramatic turns.",5.6,Marathi,Marathi,01:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Drishyam,1996,Thriller,"This is the story of Movie 659, which involves unexpected events and dramatic turns.",4.3,Hindi,Bollywood,02:06:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,1963,Sci-Fi,"This is the story of Movie 660, which involves unexpected events and dramatic turns.",6.3,English,Hollywood,01:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sairat,1985,Comedy,"This is the story of Movie 661, which involves unexpected events and dramatic turns.",8.6,Marathi,Marathi,01:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,1954,"Crime, Action, Sci-Fi","This is the story of Movie 662, which involves unexpected events and dramatic turns.",8.2,Marathi,Marathi,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,1968,"Action, Thriller, Sci-Fi","This is the story of Movie 663, which involves unexpected events and dramatic turns.",4.9,Hindi,Bollywood,02:14:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,1978,"Action, Romance","This is the story of Movie 664, which involves unexpected events and dramatic turns.",8.4,English,Hollywood,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Nude,2011,Horror,"This is the story of Movie 665, which involves unexpected events and dramatic turns.",4.9,Marathi,Marathi,02:02:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,1989,"Horror, Thriller, Romance","This is the story of Movie 666, which involves unexpected events and dramatic turns.",8.4,Hindi,Bollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Masaan,1962,"Romance, Thriller","This is the story of Movie 667, which involves unexpected events and dramatic turns.",5.0,Hindi,Bollywood,01:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Court,1977,"Romance, Adventure","This is the story of Movie 668, which involves unexpected events and dramatic turns.",7.0,Marathi,Marathi,02:25:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Disciple,1984,"Romance, Action, Adventure","This is the story of Movie 669, which involves unexpected events and dramatic turns.",4.1,Marathi,Marathi,02:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,2017,Crime,"This is the story of Movie 670, which involves unexpected events and dramatic turns.",5.6,English,Hollywood,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,1968,Adventure,"This is the story of Movie 671, which involves unexpected events and dramatic turns.",6.4,English,Hollywood,02:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,2006,"Comedy, Horror, Sci-Fi","This is the story of Movie 672, which involves unexpected events and dramatic turns.",6.9,English,Hollywood,01:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Haider,1974,"Romance, Horror","This is the story of Movie 673, which involves unexpected events and dramatic turns.",5.8,Hindi,Bollywood,01:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,2018,"Romance, Crime","This is the story of Movie 674, which involves unexpected events and dramatic turns.",8.3,English,Hollywood,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fandry,2008,"Fantasy, Comedy, Horror","This is the story of Movie 675, which involves unexpected events and dramatic turns.",5.9,Marathi,Marathi,01:48:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Zenda,2006,"Adventure, Action","This is the story of Movie 676, which involves unexpected events and dramatic turns.",8.9,Marathi,Marathi,02:48:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1977,"Sci-Fi, Comedy","This is the story of Movie 677, which involves unexpected events and dramatic turns.",7.2,English,Hollywood,01:42:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1993,"Romance, Crime","This is the story of Movie 678, which involves unexpected events and dramatic turns.",6.7,English,Hollywood,01:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,2021,"Comedy, Horror, Romance","This is the story of Movie 679, which involves unexpected events and dramatic turns.",5.3,Hindi,Bollywood,02:00:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,1994,Comedy,"This is the story of Movie 680, which involves unexpected events and dramatic turns.",8.1,English,Hollywood,01:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,1977,"Romance, Thriller, Sci-Fi","This is the story of Movie 681, which involves unexpected events and dramatic turns.",6.2,English,Hollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Disciple,1977,Sci-Fi,"This is the story of Movie 682, which involves unexpected events and dramatic turns.",8.3,Marathi,Marathi,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1952,"Sci-Fi, Crime, Thriller","This is the story of Movie 683, which involves unexpected events and dramatic turns.",6.0,English,Hollywood,02:10:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,1967,Romance,"This is the story of Movie 684, which involves unexpected events and dramatic turns.",5.7,English,Hollywood,01:35:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,1954,"Sci-Fi, Drama, Horror","This is the story of Movie 685, which involves unexpected events and dramatic turns.",6.7,English,Hollywood,02:42:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Katyar Kaljat Ghusali,2004,"Romance, Drama, Adventure","This is the story of Movie 686, which involves unexpected events and dramatic turns.",6.3,Marathi,Marathi,02:16:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,2013,"Crime, Drama, Thriller","This is the story of Movie 687, which involves unexpected events and dramatic turns.",4.3,Marathi,Marathi,02:21:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,1999,"Adventure, Fantasy, Comedy","This is the story of Movie 688, which involves unexpected events and dramatic turns.",5.5,English,Hollywood,02:22:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Prestige,2019,"Thriller, Action","This is the story of Movie 689, which involves unexpected events and dramatic turns.",7.7,English,Hollywood,02:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Nude,1960,"Fantasy, Sci-Fi, Comedy","This is the story of Movie 690, which involves unexpected events and dramatic turns.",7.3,Marathi,Marathi,01:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Anandi Gopal,2000,"Thriller, Sci-Fi, Comedy","This is the story of Movie 691, which involves unexpected events and dramatic turns.",9.2,Marathi,Marathi,01:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sholay,1988,"Drama, Horror","This is the story of Movie 692, which involves unexpected events and dramatic turns.",6.9,Hindi,Bollywood,02:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,1976,"Action, Fantasy, Adventure","This is the story of Movie 693, which involves unexpected events and dramatic turns.",6.4,English,Hollywood,02:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Article 15,1965,Romance,"This is the story of Movie 694, which involves unexpected events and dramatic turns.",4.6,Hindi,Bollywood,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avengers: Endgame,1978,Comedy,"This is the story of Movie 695, which involves unexpected events and dramatic turns.",5.0,English,Hollywood,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,1987,"Fantasy, Adventure, Horror","This is the story of Movie 696, which involves unexpected events and dramatic turns.",5.8,Hindi,Bollywood,02:37:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Zindagi Na Milegi Dobara,1993,"Comedy, Sci-Fi, Fantasy","This is the story of Movie 697, which involves unexpected events and dramatic turns.",5.2,Hindi,Bollywood,01:49:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Queen,1975,Action,"This is the story of Movie 698, which involves unexpected events and dramatic turns.",5.0,Hindi,Bollywood,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mee Shivajiraje Bhosale Boltoy,1995,"Sci-Fi, Thriller","This is the story of Movie 699, which involves unexpected events and dramatic turns.",6.9,Marathi,Marathi,01:48:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,1965,"Horror, Romance, Fantasy","This is the story of Movie 700, which involves unexpected events and dramatic turns.",4.6,Hindi,Bollywood,01:34:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,1969,Adventure,"This is the story of Movie 701, which involves unexpected events and dramatic turns.",6.2,English,Hollywood,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,1984,"Thriller, Comedy, Sci-Fi","This is the story of Movie 702, which involves unexpected events and dramatic turns.",5.1,Hindi,Bollywood,01:37:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,2017,Fantasy,"This is the story of Movie 703, which involves unexpected events and dramatic turns.",6.3,English,Hollywood,01:58:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Chak De! India,2004,"Crime, Horror","This is the story of Movie 704, which involves unexpected events and dramatic turns.",4.9,Hindi,Bollywood,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,1981,Crime,"This is the story of Movie 705, which involves unexpected events and dramatic turns.",6.6,English,Hollywood,01:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Article 15,1983,"Action, Sci-Fi","This is the story of Movie 706, which involves unexpected events and dramatic turns.",5.9,Hindi,Bollywood,02:11:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dune,1953,"Sci-Fi, Fantasy","This is the story of Movie 707, which involves unexpected events and dramatic turns.",7.5,English,Hollywood,01:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mee Shivajiraje Bhosale Boltoy,1962,Drama,"This is the story of Movie 708, which involves unexpected events and dramatic turns.",6.7,Marathi,Marathi,02:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,1977,"Crime, Romance","This is the story of Movie 709, which involves unexpected events and dramatic turns.",5.9,English,Hollywood,01:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Duniyadari,1953,"Comedy, Romance, Action","This is the story of Movie 710, which involves unexpected events and dramatic turns.",8.5,Marathi,Marathi,02:26:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Jogwa,1980,"Comedy, Thriller","This is the story of Movie 711, which involves unexpected events and dramatic turns.",6.0,Marathi,Marathi,01:34:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Prestige,1990,"Comedy, Adventure, Sci-Fi","This is the story of Movie 712, which involves unexpected events and dramatic turns.",7.1,English,Hollywood,02:27:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Ventilator,1971,Sci-Fi,"This is the story of Movie 713, which involves unexpected events and dramatic turns.",4.6,Marathi,Marathi,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,1961,"Thriller, Crime, Drama","This is the story of Movie 714, which involves unexpected events and dramatic turns.",8.6,Hindi,Bollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,2014,"Drama, Adventure","This is the story of Movie 715, which involves unexpected events and dramatic turns.",6.3,English,Hollywood,02:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,2010,Fantasy,"This is the story of Movie 716, which involves unexpected events and dramatic turns.",7.2,English,Hollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,1997,"Action, Horror, Adventure","This is the story of Movie 717, which involves unexpected events and dramatic turns.",6.2,English,Hollywood,02:54:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1974,Sci-Fi,"This is the story of Movie 718, which involves unexpected events and dramatic turns.",6.1,English,Hollywood,01:54:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,1996,"Comedy, Adventure","This is the story of Movie 719, which involves unexpected events and dramatic turns.",5.9,English,Hollywood,02:16:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1989,Adventure,"This is the story of Movie 720, which involves unexpected events and dramatic turns.",6.8,English,Hollywood,02:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1957,"Romance, Comedy","This is the story of Movie 721, which involves unexpected events and dramatic turns.",4.6,English,Hollywood,01:50:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,1974,Thriller,"This is the story of Movie 722, which involves unexpected events and dramatic turns.",6.5,English,Hollywood,02:08:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,1988,Horror,"This is the story of Movie 723, which involves unexpected events and dramatic turns.",6.1,Marathi,Marathi,01:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,2019,"Fantasy, Horror","This is the story of Movie 724, which involves unexpected events and dramatic turns.",5.2,English,Hollywood,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,1965,Sci-Fi,"This is the story of Movie 725, which involves unexpected events and dramatic turns.",5.4,English,Hollywood,01:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
